,type,area,overall
4022,2.2987200364475795,0.5757535008831722,2.8744735373307515
4023,2.218600386755087,0.5714445883811006,2.7900449751361878
4024,2.367054584487504,0.72978481143713,3.096839395924634
4025,2.085711967565967,0.7376569958576341,2.823368963423601
4026,2.299110927256559,0.6115238601587167,2.9106347874152756
4027,2.0367089592995455,0.7846430002552707,2.821351959554816
4028,2.3090577067786486,0.6737505321101687,2.9828082388888175
4029,2.2755392922755826,0.518392351170381,2.793931643445964
4030,4.3856351474242885,0.8195300460249427,5.205165193449231
4032,2.178920002125986,0.7629646429785989,2.941884645104585
4033,2.4281459073316336,1.0467452106194766,3.47489111795111
4034,2.24841972983534,0.862777559637145,3.111197289472485
4035,2.25847896179919,0.6847834565487456,2.9432624183479357
4036,2.036765684310126,0.48374635347203016,2.520512037782156
4038,1.9890730351532695,0.7160591632660811,2.7051321984193506
4041,2.3039828956959707,0.8925129605605593,3.19649585625653
4042,2.26139304540341,1.1587841555052172,3.4201772009086273
4043,2.32788709664338,0.7970136981793656,3.1249007948227456
4044,2.2736740501209654,0.7557954681216461,3.0294695182426112
4046,2.2584278074866893,1.4435979771123428,3.702025784599032
4047,2.1230215394160497,1.0137843277880818,3.1368058672041315
4048,2.289455101036022,0.3527088537158036,2.6421639547518256
4050,2.3488283584237886,1.041871165865805,3.3906995242895936
4052,2.392336354236801,1.439743272685938,3.832079626922739
4053,2.26652284174797,0.7866135822218365,3.0531364239698067
4054,2.2534170775365077,0.7283932973296056,2.981810374866113
4055,2.3361823807158797,0.7195934797502387,3.0557758604661185
4058,2.3122143136701676,0.6274806704935503,2.939694984163718
4061,2.3681246114236694,0.7137395234539256,3.081864134877595
4063,2.394568176603822,0.8901471520172871,3.284715328621109
4064,2.2449934895719483,0.7689777114817767,3.013971201053725
4065,2.2921921753368,0.8408862562029342,3.1330784315397344
4066,2.349326823164973,1.0724725121550445,3.4217993353200176
4067,2.3403661036351675,1.7962540807017708,4.136620184336938
4068,2.287811715508533,0.6492675019061661,2.937079217414699
4070,2.3402414622887413,0.8273757680838671,3.1676172303726085
4071,2.3945295856526885,1.4469119625799056,3.841441548232594
4072,2.343622253948718,1.0869384303907068,3.430560684339425
4074,2.3049097661660474,0.4853695301469264,2.7902792963129737
4075,2.3085578169313674,0.7548870435702364,3.063444860501604
4077,2.185801482942297,0.6798095177332075,2.8656110006755044
4079,2.3020837404123196,1.0647368580375502,3.36682059844987
4080,2.2127340812513934,0.6812082451436577,2.893942326395051
4081,2.257630830799247,0.9023188336593347,3.1599496644585816
4082,2.371392000239049,0.4846010345002499,2.8559930347392988
4084,2.3825335566993213,0.5695493222118878,2.952082878911209
4086,2.245349458524597,0.44643961363933915,2.691789072163936
4087,2.338786612358941,0.8041733982492754,3.1429600106082165
4088,2.2186512031095997,0.6816942902115303,2.90034549332113
4089,2.2372996783948818,0.5628869752476855,2.8001866536425672
4093,2.271742578520852,0.5633535327005194,2.8350961112213713
4095,2.248556593139668,0.6609242881725474,2.9094808813122155
4096,2.305909735435079,0.5640776964040792,2.8699874318391583
4097,2.3072878851876384,0.5011292325045036,2.8084171176921418
4099,2.2801769537361976,0.5159452742465387,2.7961222279827362
4100,2.1956871481715208,0.5122874641127702,2.707974612284291
4101,2.2696292238739164,0.579383102180512,2.8490123260544284
4103,2.252283745182069,0.5486344638575867,2.800918209039656
4104,2.304604924347796,0.5930208657912123,2.897625790139008
4106,2.2334330042812836,0.5964150174240757,2.8298480217053594
4107,2.247033248340813,0.5053359903601127,2.7523692387009255
4108,2.3449086513107766,0.5810993778336098,2.9260080291443864
4110,2.326009399914263,0.8157439324405894,3.1417533323548525
4112,2.3353198583015042,0.8512014553023549,3.1865213136038593
4113,2.3721287932945505,0.9276108288025953,3.299739622097146
4114,2.279760002702454,0.7029945883912042,2.982754591093658
4115,2.3488407134822777,1.0298338243995255,3.3786745378818033
4116,2.2995862933263496,0.6419238729520542,2.9415101662784036
4117,2.351412257675104,0.8334969180209063,3.1849091756960104
4118,2.357706039815119,0.5319253106663624,2.8896313504814817
4119,2.3635525126895374,0.8571529512246692,3.2207054639142063
4120,2.3472553549349833,0.7195790558374994,3.0668344107724828
4121,2.3173854815714705,0.6967920609121401,3.0141775424836106
4122,2.358796288345661,0.45756620326662456,2.816362491612286
4123,2.238103516122789,0.7560114143170962,2.9941149304398853
4124,2.2547402725568073,0.8416656303635941,3.0964059029204014
4125,2.362916151069528,0.9787539313963758,3.3416700824659036
4127,2.3199397039962455,0.6506638233678612,2.9706035273641067
4128,2.286756031868979,0.8236242976542412,3.1103803295232204
4129,2.2507340395400868,0.6114380539166251,2.862172093456712
4130,2.2680452806669003,0.41832601941213376,2.686371300079034
4131,2.314350785280074,0.6557755729616657,2.97012635824174
4133,2.300703897723704,0.7981120992894095,3.098815997013114
4134,2.319203515741944,0.5272867098662668,2.846490225608211
4135,2.32679805300634,0.5527490585130768,2.8795471115194164
4136,2.3910012431315644,0.5705238998584389,2.9615251429900034
4138,2.4003642212955265,1.0243030695653543,3.4246672908608806
4139,2.3654394315197846,0.7962886130222218,3.1617280445420066
4140,2.342980699362418,1.575276915208111,3.9182576145705292
4141,2.2328523586493594,0.5865659768443281,2.8194183354936877
4142,2.318421977559453,0.5317043185839808,2.8501262961434337
4143,2.238009992266316,0.5187331929463682,2.7567431852126845
4145,1.831629059513351,0.7415257951278027,2.573154854641154
4147,2.1328622749322825,0.47787815001013323,2.6107404249424158
4150,2.3246980664737964,1.5429553557653737,3.86765342223917
4152,2.190566494384065,0.5143176896300743,2.704884184014139
4153,2.0983933396332937,0.356177348921878,2.4545706885551715
4154,2.237452077835469,0.4019350654843862,2.6393871433198552
4155,2.2866739056072705,0.7029771357697503,2.9896510413770208
4156,1.9070156728281695,0.7194537918281749,2.6264694646563447
4157,2.082701877649221,0.9848712841863554,3.0675731618355764
4158,2.3710512810860607,0.8928381812633053,3.2638894623493657
4160,2.3220142619751165,0.8171057976818668,3.1391200596569835
4162,2.2795375214170552,0.6114647985219471,2.8910023199390023
4165,2.372064401161487,1.0872137844477727,3.45927818560926
4166,2.3540116263566424,0.8357622039196937,3.1897738302763363
4167,2.434969235829635,0.6122046924824638,3.047173928312099
4170,3.475864845669883,0.671774111151453,4.147638956821336
4171,2.343927423011809,0.869205639436841,3.21313306244865
4172,2.3530674970785,1.1367500092464735,3.4898175063249735
4173,2.315393120075876,0.7506771444686786,3.066070264544555
4175,2.028489333368293,0.782947161175553,2.811436494543846
4176,2.0411323409563695,0.48754427326767424,2.528676614224044
4177,2.33599850349374,0.9152089992971197,3.2512075027908596
4178,2.483949839754108,0.613773061552244,3.097722901306352
4179,2.350574325191022,0.4711057352280714,2.8216800604190935
4180,2.358877735182991,0.5627660815242104,2.9216438167072014
4181,1.8491422002997515,1.204787032579988,3.0539292328797396
4184,2.2764169861835177,0.5338565015786789,2.8102734877621964
4185,2.4174176453846243,0.4843134127533048,2.901731058137929
4188,2.3722692254397697,0.9832420001790776,3.355511225618847
4189,2.341928312245252,0.8153023373076645,3.1572306495529165
4191,2.344804428903791,0.7410909843908214,3.0858954132946126
4192,1.8309981819352208,1.4215488593704333,3.252547041305654
4193,2.2431037024548255,0.6208958453533611,2.8639995478081866
4195,2.2321582609733746,1.0737772012653388,3.3059354622387134
4196,2.0567157450422675,0.6101533309012894,2.666869075943557
4197,2.3551088756153287,0.6826929838916788,3.0378018595070073
4199,2.315493437715598,0.6382855692760246,2.9537790069916228
4200,2.2951275547235763,0.5090672503484459,2.8041948050720222
4201,2.0089405132259044,0.5075386196841312,2.5164791329100353
4202,2.3262393735048983,0.9885645814203634,3.314803954925262
4203,2.3378015269551806,0.3112723771028402,2.649073904058021
4204,2.3190863122648326,0.3933040193849948,2.7123903316498277
4207,2.314585250795233,0.49970007282806694,2.8142853236233
4209,2.3715602599803756,1.0258588672162798,3.397419127196655
4210,2.1654295485218045,0.7559738587339719,2.9214034072557764
4211,2.037170263328871,0.8630295451457908,2.9001998084746616
4212,2.58062615112641,0.7587551131276642,3.339381264254074
4214,2.246808262044458,0.6878965879346781,2.934704849979136
4215,2.284952300326859,0.7301018103521045,3.0150541106789635
4216,2.3146286303568737,0.7642566695518611,3.078885299908735
4217,2.4020236464308384,0.456921294985748,2.8589449414165866
4218,2.3685299176947554,0.6211962927614407,2.989726210456196
4219,2.067594535040347,0.708675355327929,2.776269890368276
4220,2.2807616664170682,0.6158745068275348,2.896636173244603
4221,2.22177844196892,0.595759276242215,2.817537718211135
4223,2.280399948713355,0.622008323027351,2.902408271740706
4224,2.2836050481540275,0.5924159767381787,2.8760210248922062
4225,2.0471804044753825,1.0208446704141978,3.0680250748895803
4226,2.1875763576876204,0.871012458797938,3.0585888164855586
4227,2.3330081436002432,0.6952393013166218,3.028247444916865
4228,2.009964682867615,0.823235057622376,2.833199740489991
4229,2.3379777471290883,0.2851292311121535,2.6231069782412417
4232,2.0314809322955094,0.5225752698999595,2.554056202195469
4233,2.3616765044744743,0.5162609975912223,2.8779375020656968
4234,2.243159509390414,0.9316867766368802,3.1748462860272944
4235,2.3590761965692217,0.5833731812032743,2.942449377772496
4236,2.3078940293095234,0.46603371452237297,2.773927743831896
4237,1.840481999410497,0.8874217399936624,2.7279037394041596
4238,2.276589628307678,0.48168597747337033,2.7582756057810482
4239,2.3244537231454947,0.801181261329268,3.125634984474763
4240,2.3660019882154604,0.3610591425286318,2.727061130744092
4241,2.135120945539537,0.47107380974886376,2.6061947552884006
4242,2.372327695330662,0.96321473372661,3.3355424290572717
4244,2.338589892923829,0.922114834652199,3.260704727576028
4245,2.249703848334391,0.7186880215905547,2.968391869924946
4246,2.2556204607945327,0.5724490261853225,2.8280694869798553
4247,2.2284270634702437,0.40514778539356666,2.63357484886381
4248,2.1881878952081117,0.8212489597874928,3.0094368549956045
4249,2.2894371495105914,0.5327877297137327,2.822224879224324
4250,2.3476837797145023,1.3530925561209035,3.700776335835406
4251,2.2364371894828796,0.4496866085271282,2.6861237980100077
4252,2.28878042302583,0.6768376496991491,2.965618072724979
total,2.28541,0.71272,2.99812
