,type,area,overall
3070,2.257681466639749,0.6191422041735757,2.876823670813325
3071,2.2565700037874916,0.5137031852544807,2.7702731890419723
3073,2.3019929523564615,0.6745216328814263,2.976514585237888
3075,2.2652691166803347,0.6458440561235194,2.911113172803854
3077,2.2677445292571843,0.5943887624144555,2.8621332916716398
3078,2.328957394731777,0.4902751056478562,2.8192325003796332
3080,2.3537914655349232,0.7915978487244828,3.145389314259406
3081,2.2789396484069684,0.5505773860482668,2.829517034455235
3082,2.2857431594523314,0.559020297037271,2.8447634564896025
3083,2.3491371616644394,0.5909017152472482,2.9400388769116876
3084,2.3539946260893556,0.34723805951030273,2.7012326855996585
3085,2.2304383035735773,0.8382693359825184,3.068707639556096
3086,2.2139519633937157,0.8332942915956179,3.0472462549893335
3087,2.282016949585607,0.4445096195192356,2.7265265691048426
3088,2.2364098524265845,0.6648247287186181,2.9012345811452027
3089,2.2584347339601827,0.8613705078688094,3.119805241828992
3090,2.2537491261300873,1.0797141632455878,3.333463289375675
3092,2.304085561149645,0.6969926223055861,3.001078183455231
3093,2.2449511945994836,0.4727562754328658,2.7177074700323494
3095,2.2257782141417435,0.5604790769783945,2.7862572911201378
3096,2.246852676635628,0.686013820122897,2.932866496758525
3097,2.1859074562963867,0.6993810760599326,2.885288532356319
3099,2.2679259585286453,0.5513551724041864,2.819281130932832
3101,2.3785551962188487,0.3755338821651004,2.754089078383949
3107,2.2533570433925423,0.5695982020657238,2.822955245458266
3109,2.2088009876764017,0.6257739122963049,2.8345748999727065
3112,2.279633689981164,0.5191260057572671,2.798759695738431
3113,2.3832541003503622,1.1857342659688095,3.5689883663191715
3114,2.3229249577380306,0.48710531957447534,2.810030277312506
3116,2.2288190854217826,0.6928895355240114,2.921708620945794
3118,2.3931716414097433,0.879123095384216,3.272294736793959
3119,2.312800796353189,1.2246263676766702,3.537427164029859
3120,2.2524563705047163,0.5333671335330824,2.7858235040377988
3121,2.2658746683660667,0.7303527983629364,2.996227466729003
3122,2.2155695251723233,1.0557355784400693,3.2713051036123924
3124,2.1648473255843936,0.6811832384400192,2.846030564024413
3130,2.19004854328039,0.657070125957754,2.847118669238144
3131,2.333618578942192,0.7571499423597885,3.0907685213019804
3134,2.237899654727954,0.6114660887262686,2.8493657434542228
3136,2.296775475883718,0.8566505793245828,3.1534260552083007
3137,2.243265239491214,0.665135613045678,2.908400852536892
3138,2.289846994637474,0.7364829669556603,3.0263299615931345
3140,2.309544356409194,0.33714513580125516,2.646689492210449
3141,2.2262254541180693,0.5536862651464658,2.7799117192645353
3142,2.2702896279466063,0.6739435461151407,2.944233174061747
3145,2.273734398058801,0.7512513179495567,3.024985716008358
3146,2.33522140713785,0.4182243686084582,2.753445775746308
3147,2.2865845718214097,0.6681128232114442,2.954697395032854
3148,2.2714196304338534,0.4968844555503105,2.768304085984164
3149,2.179116898352378,0.7611840345713545,2.9403009329237326
3150,2.3170825881086685,0.41753970130732865,2.7346222894159973
3151,2.2698985629999044,0.8181733863334345,3.088071949333339
3152,2.139764676941075,0.600638006865009,2.740402683806084
3154,2.2280314244762307,0.5500529144619539,2.778084338938185
3155,2.3025961387201583,0.5566895035963233,2.8592856423164816
3158,2.3235489269026344,0.5121664059716389,2.8357153328742735
3159,2.2291055779365343,0.4190134919395413,2.6481190698760755
3160,2.305318218216586,0.5660579207857571,2.871376139002343
3162,2.196178316781872,0.7018675062714553,2.8980458230533275
3163,2.297714956507847,0.37966181473352195,2.677376771241369
3164,2.0966876998733235,0.30968345404519304,2.4063711539185166
3165,2.2669543268340404,0.5362470614849553,2.8032013883189957
3166,2.312016479963752,0.6758745454712126,2.9878910254349647
3167,2.2653532206071834,0.5352181501783491,2.8005713707855326
3168,2.3585696870123476,0.4499508067917049,2.8085204938040524
3169,2.350909664720887,0.7115162587032571,3.062425923424144
3170,2.2085872188916196,0.6280098585106006,2.83659707740222
3171,2.2504150714058713,0.563869935982838,2.814285007388709
3863,2.3614167647749436,0.7503967511375261,3.11181351591247
3864,2.2187919618648317,0.7251996792207768,2.9439916410856086
3866,2.270276606740083,0.5725217420940961,2.842798348834179
3867,2.289428411510671,0.5998551996860925,2.8892836111967632
3869,2.270501436511303,0.7151959685944929,2.985697405105796
3870,2.2868447417201727,0.6040974109722832,2.890942152692456
3872,2.2614363842290093,0.44213864219867116,2.7035750264276803
3873,2.3541637278512737,0.629634316494552,2.983798044345826
3875,2.2540946409275,0.5022963252054845,2.7563909661329844
3877,2.3094473834428606,0.5967757560021993,2.9062231394450597
3878,2.1564748548339656,0.57418543871583,2.7306602935497954
3879,2.1824115858821633,1.004025627471567,3.1864372133537304
3880,2.1961172835787113,0.38653285610845417,2.5826501396871655
3882,2.244714433547791,0.6735650963675442,2.9182795299153352
3883,2.293289103763664,0.7576509247904992,3.0509400285541632
3884,2.195334803120354,0.6090220252800036,2.8043568284003575
3885,2.299239908725184,0.5409147938504452,2.8401547025756293
3887,2.2188836953550326,0.5633501077161692,2.7822338030712017
3891,2.112607804957938,0.4691583393017452,2.5817661442596833
3892,2.254109643766765,0.7362984433497598,2.9904080871165246
3893,2.1321845957980368,0.40262934211429546,2.5348139379123324
3898,2.188880534887274,0.5606481738546031,2.7495287087418774
3899,2.3410144742674595,1.0862823454732817,3.427296819740741
3901,2.256630962872215,0.8027785643050825,3.059409527177298
3904,2.178255195075425,0.6097948990229184,2.7880500940983435
3906,2.1848021875118357,0.673917996008706,2.858720183520542
3907,2.248094752060056,0.4307869432933206,2.6788816953533767
3908,2.3284697577899554,0.6077542356674264,2.9362239934573817
3910,2.3524473369952434,0.667349193709168,3.0197965307044115
3911,2.2645273617811092,0.4085369302180967,2.673064291999206
3913,2.2616434834202326,0.5458160133880934,2.8074594968083257
3914,2.326943828853655,1.1703047790620627,3.4972486079157177
3915,2.2163672452893564,0.7398176676546776,2.956184912944034
3916,2.278227272849255,0.5645029767960068,2.8427302496452618
3917,2.234602243901547,0.9796615011378276,3.214263745039375
3919,2.1127303695648285,1.1445967441507259,3.2573271137155544
3921,2.3153434302930025,1.1168191783566301,3.432162608649633
3922,2.288759365165164,0.9282979953422295,3.2170573605073933
3923,2.229846208138288,0.7111298035690938,2.9409760117073818
3924,2.224770899366866,0.38429647320533183,2.6090673725721976
3926,2.1936436817045335,0.7895977357163178,2.9832414174208512
3929,2.2819893013873283,0.4479298567317608,2.729919158119089
3930,2.2796603501645545,0.6947391594970614,2.974399509661616
3932,2.3213110146816147,1.1866102115858377,3.5079212262674524
3933,2.271932681345387,0.4910179282906578,2.7629506096360448
3934,2.346087962212706,0.4337328396174239,2.7798208018301303
3936,2.2813063521592563,0.7243474271454341,3.0056537793046902
3937,2.3898039291852404,1.1113996288277268,3.5012035580129672
3940,2.271024154968672,0.5827252572484133,2.853749412217085
3942,2.258725433965206,1.284801926610431,3.543527360575637
3943,2.306263938195732,0.6252022000365869,2.9314661382323193
3944,1.9255002835817128,1.1861134835447724,3.111613767126485
3945,2.3505255758073824,0.5301907469365533,2.8807163227439356
3946,2.0666432743624004,0.97853957976207,3.0451828541244703
3947,2.2590267767736734,1.2911987702784742,3.5502255470521478
3948,2.2871667725302767,0.6780395311819829,2.9652063037122596
3949,2.0481342011208277,0.9889900604060025,3.03712426152683
3951,2.2702101815726383,0.5429117535672536,2.813121935139892
3952,2.126267660069991,0.7635342750268255,2.8898019350968163
3954,2.0021770880639207,0.42964455941616275,2.4318216474800836
3955,2.243910268050855,0.9291519388392931,3.173062206890148
3956,2.3197620421641765,0.5348494418038099,2.8546114839679864
3958,2.2991709555582913,0.6093561539911037,2.9085271095493948
3962,2.3633421322710593,0.9133586563039722,3.2767007885750314
3963,2.226544936278367,0.7249363500600666,2.9514812863384337
3964,2.0875590612555874,0.7662634817916688,2.853822543047256
3965,2.3503110976340507,0.4644693316058899,2.8147804292399403
3966,2.2994452228744224,1.057515901225369,3.3569611240997914
3967,2.3005363950938382,0.7271705425803254,3.0277069376741634
3968,2.235302371405023,0.7631042268484588,2.998406598253482
3972,2.2830661609012397,0.6177530030215659,2.9008191639228054
3973,2.2863597987083004,0.6583884851719306,2.944748283880231
3974,2.2510373639704193,0.39204003544145727,2.643077399411877
3975,2.2667325152359976,0.5106771925173518,2.7774097077533493
3976,2.3538283133078495,0.7137337538648427,3.067562067172692
3977,2.3682236821379448,0.6160514755898375,2.984275157727782
3978,2.3598021625159213,0.5519143292707641,2.9117164917866853
3979,2.643233424757777,0.46064557109209825,3.1038789958498754
3980,2.0726471755391396,0.9680945188270473,3.040741694366187
3981,2.3974642969423776,0.8052837530596226,3.2027480500020005
3982,1.9619805764678189,0.8102837967933194,2.7722643732611383
3983,1.9016333071176277,0.9374035013146031,2.8390368084322306
3985,2.51375384300203,0.6657436561051422,3.179497499107172
3986,2.345915614731995,0.9659877458578203,3.311903360589815
3987,2.049419033777551,0.99556123323678,3.044980267014331
3988,2.090767523326956,0.5993264148329815,2.6900939381599374
3989,2.081381051503615,0.6706494294191763,2.7520304809227913
3991,1.9635667857823071,1.101278677829882,3.064845463612189
3993,4.4794459348172,0.5136231689724495,4.993069103789649
3994,2.0511763395615135,1.0239577802361512,3.0751341197976645
3995,2.316738435882005,0.8259684725638812,3.142706908445886
3996,2.3465978872935667,0.7801254401628565,3.126723327456423
3997,2.2990486741669187,0.5624898212530265,2.8615384954199454
3998,2.2734822537437855,1.2931001767958326,3.566582430539618
4001,2.3470899112288053,1.3309228728278502,3.6780127840566554
4002,2.2297997315357327,1.3807845044354115,3.610584235971144
4003,4.5322942963409405,0.5633265541917909,5.095620850532732
4004,2.1371000852185533,0.82457252979642,2.9616726150149733
4007,2.2533830694750514,0.6454903665257663,2.8988734360008177
4010,2.3648889677477696,0.5088176915921816,2.873706659339951
4011,2.3636191341222004,0.40135105702753465,2.764970191149735
4012,2.2769387838550674,0.5980714802353121,2.8750102640903794
4013,2.29613288605672,0.5538821145795226,2.8500150006362426
4014,2.3075223671153053,0.45972265937221735,2.767245026487523
4015,2.298068585863115,0.4085100195702257,2.7065786054333407
4016,2.2327711060686295,1.0951346257968042,3.3279057318654335
4017,2.274332623561872,0.7069753373287073,2.9813079608905797
4018,2.243310708285722,0.42516457020691256,2.6684752784926347
